post_id,date,year,nhood,city,county,price,beds,baths,sqft,room_in_apt,address,lat,lon,title,descr,details
pre2013_157561,20060409,2006,dublin / pleasanton,dublin,alameda,3400,5,,4000.0,0,,,,$3400 / 5br - 4000 Sq.Ft. Executive Home in Dublin Golf Community,,
pre2013_19286,20120218,2012,san jose east,san jose,santa clara,2100,3,,1200.0,0,,,,$2100 / 3br - 1200ft² - $2100 / 3br - 2bth / cul de sac / Huge back yard,,
pre2013_50597,20120118,2012,brentwood / oakley / discovery bay,brentwood,contra costa,2200,4,2.0,2168.0,0,,,,"$2200 / 4br - 2168ft² - ASSIST 2 LEASE-BRENTWOOD-4 bd, 2 ba Single Story-Pet Friendly",,
4137946817,20131019,2013,pacifica,pacifica,san mateo,2075,1,,632.0,0,,37.655134,,    Oct 18 Spa! Business Center! Gym! Clubhouse! Pets Welcome!   $2075 / 1br - 632ft² -    (pacifica)   img map   ,,"<p class=""row"" data-latitude=""37.655134"" data-longitude=""-122.491585"" data-pid=""4137946817""> <a class=""i"" href=""/web/20131019054615/http://sfbay.craigslist.org/pen/apa/4137946817.html""></a> ""pl""> ""star""> ""date"">Oct 18 <a href=""/web/20131019054615/http://sfbay.craigslist.org/pen/apa/4137946817.html"">Spa! Business Center! Gym! Clubhouse! Pets Welcome!</a>  ""l2""> ""price"">$2075 / 1br - 632ft² -  ""pnr""> <small> (pacifica)</small> ""px""> ""p""> img <a class=""maptag"" data-pid=""4137946817"" href=""#"">map</a>   </p>"
pre2013_83019,20060811,2006,redwood city,redwood city,san mateo,2200,3,2.0,1700.0,0,,,,$2200 / 3br - 2ba (approx. 1700 sq. ft.) on quiet tree-lined Cul-De-Sac,,
pre2013_60233,20120320,2012,burlingame / hillsborough,burlingame,san mateo,2050,,,600.0,0,,,,"$2050 / 600ft² - Remodeled, HW Floors, Floor to Ceiling Windows - On the Ave!",,
pre2013_161155,20060416,2006,santa cruz,santa cruz,santa cruz,1900,,,,0,,,,$1900  - Pet friendly house for a responsible couple?,,
pre2013_86835,20031002,2003,walnut creek,walnut creek,contra costa,2500,3.0,,,0,,,,$2500 / 3br - 6+MO - NICELY FURNISHED WALNUT CREEK EXEC HOME,,
pre2013_124982,20040910,2004,oakland west,oakland,alameda,1600,1,,1530.0,0,,,,"$1600  - Superb Live/Work Loft (1,530 sq.ft.) ",,
pre2013_154827,20070312,2007,hercules / pinole / san pablo / el sob,el sobrante,contra costa,1100,2,,,0,,,,$1100 / 2br - Very nice 2 bd Apartment,,
pre2013_158071,20060423,2006,san jose central,san jose,santa clara,1250,3,1.0,,0,,,,"$1250 / 3br - 3 BEDROOMS W/ 1 FULL BATH  4 RENT, CLOSE TO FREEWAYS 101, 280 680,87",,
pre2013_161592,20060509,2006,campbell,campbell,santa clara,1095,1,,,0,,,,"$1095 / 1br - LG 1BR, BRIGHT,SUNNY,VASONA PARK and Los Gatos Nearby",,
pre2013_97834,20041021,2004,north beach / telegraph hill,san francisco,san francisco,2600,2,,,0,,,,$2600 / 2br - 101 Lombard PHOTOS,,
pre2013_98484,20041027,2004,bernal,san francisco,san francisco,1900,3,1.0,,0,,,,"$1900 / 3br - 3br,1bath,1car garage",,
pre2013_32681,20111111,2011,pacific heights,san francisco,san francisco,1995,1,,,0,,,,$1995 / 1br - One Bedroom/Good Location,,
pre2013_86433,20031207,2003,santa clara,santa clara,santa clara,1375,2,,,0,,,,$1375 / 2br - Pets Welcome! Quiet/Central Location w/ Lrg. Private Yard,,
pre2013_154968,20070406,2007,emeryville,emeryville,alameda,1850,1,1.5,,0,,,,"$1850 / 1br - Unit 332:  Loft with views and 1.5 baths, secured parking",,
pre2013_101468,20041127,2004,sea cliff,san francisco,san francisco,1200,1,,,0,,,,$1200 / 1br - Spacious  apt with hardwood f1 moving special$500 off,,
pre2013_45581,20111223,2011,santa clara,santa clara,santa clara,2343,2,,1145.0,0,,,,$2343 / 2br - 1145ft² - 2 BR - A design you will love at a price you can afford,,
4656147717,20140907,2014,oakland hills north / montclair,oakland,alameda,2800,1,,,0,,,,1 BED FURNISHED CONDO - SHORT TERM - POOL - CLOSE TO LAKE MERRIT,,
5302425706,20151106,2015,sea cliff,san francisco,san francisco,2600,1,1.0,,0,,,,"Bright, spacious 1Bed/1bath Apt. - $2600",,
pre2013_146199,20060407,2006,inner sunset,san francisco,san francisco,2190,1,,,0,,,,$2190 / 1br - Furnished House-Cottage in SF  (see pictures),,
pre2013_45113,20111222,2011,SOMA / south beach,san francisco,san francisco,3200,1,1.5,,0,,,,$3200 / 1br - 50 LANSING | Private 1BR 1.5BA w/XL Terrace <> SKYBOX REALTY,,
5413746835,20160201,2016,twin peaks,san francisco,san francisco,4900,2,2.0,1800.0,0,,,,Şub 1 Amazing View lux 2bd 2ba 1800 sq ft garage   $4900 / 2br - 1800ft2 -    (Clarendon Heights)   resim har.,,
4123318223,20131019,2013,mountain view,mountain view,santa clara,3799,3,,1265.0,0,,,,    Oct 18 AWESOME 3 BEDROOM TOWNHOME NEWLY REMODELED! OCTOBER RENT FREE!   $3799 / 3br - 1265ft² -    (mountain view)   img   ,,"<p class=""row"" data-pid=""4123318223""> <a class=""i"" href=""/web/20131019054615/http://sfbay.craigslist.org/pen/apa/4123318223.html""></a> ""pl""> ""star""> ""date"">Oct 18 <a href=""/web/20131019054615/http://sfbay.craigslist.org/pen/apa/4123318223.html"">AWESOME 3 BEDROOM TOWNHOME NEWLY REMODELED! OCTOBER RENT FREE!</a>  ""l2""> ""price"">$3799 / 3br - 1265ft² -  ""pnr""> <small> (mountain view)</small> ""px""> ""p""> img   </p>"
pre2013_132545,20041215,2004,hayward / castro valley,hayward,alameda,850,1,,,0,,,,$850 / 1br - one car garage w/lundry hookup ,,
5513013306,20160406,2016,san jose east,san jose,santa clara,1750,1,,,0,,,,Nis 5 All remodeled 1 bedroom apartment   $1750 / 1br -    (san jose east)   har.,,
pre2013_146523,20060412,2006,noe valley,san francisco,san francisco,1100,1,,,0,,,,$1100 / 1br - 1 bedroom apt,,
5461722184,20160301,2016,san rafael,san rafael,marin,1950,1,,750.0,0,,,,Şub 29 Private entrance in-law unit on Greenbrae border includes utilities   $1950 / 1br - 750ft2 -    (san rafael)   resim har.,,
5729838795,20160813,2016,marina / cow hollow,san francisco,san francisco,1750,0,,,0,,,,"8월 12 MV Studio Apartment , Free PG&E, New flooring, Granite Counters!   $1750   (marina / cow hollow)   사진 지도    hide this posting  표시",,
pre2013_42032,20111212,2011,santa clara,santa clara,santa clara,2300,4,,1350.0,0,,,,$2300 / 4br - 1350ft² - Ready for occupancy,,
pre2013_135842,20050129,2005,russian hill,san francisco,san francisco,2950,2,,,0,,,,$2950 / 2br - Gorgeous Condo with Private Terrace in Great Location (Pics) ,,
pre2013_153039,20060815,2006,hercules / pinole / san pablo / el sob,el sobrante,contra costa,2080,4,,,0,,,,$2080 / 4br - House for Rent 254 Appian Village Dr. El Sobrante,,
pre2013_104535,20040626,2004,san bruno,san bruno,san mateo,1500,2,2.0,,0,,,,$1500 / 2br - Cherry Ave Villas 2 Bed/2Bath Condo,,
5169244596,20150813,2015,santa cruz,santa cruz,santa cruz,2105,1,,650.0,0,,,,1 bedrooms now renting!!,,
pre2013_164089,20060503,2006,san rafael,san rafael,marin,1675,3,,,0,,,,$1675 / 3br - West End - off 4th; lots of amenities,,
5965644030,20170119,2017,san jose central,san jose,santa clara,1900,2,1.0,750.0,0,2681,37.332516,-121.876902,New remodeled 2Bed/1Bath next to sjsu,"- New floor, new paint, and misc upgrades- 2bed/1bath- 1 block away from SJSU- 1 year lease- deposit 1500- income/credit check required- application fee 40- call for showing","2BR / 1Ba750ft2 data-date=""2017-01-02"" data-today_msg=""지금 가능"">가능 1월 2</p>"
pre2013_2305,20100721,2010,berkeley north / hills,berkeley,alameda,1549,1,,,0,,,,"$1549 / 1br - Northside of campus, across from Tolman Hall, very unique six-plex",,
5439865446,20160209,2016,tenderloin,san francisco,san francisco,1995,0,,,0,,,,Şub 8 Fantastic brand new Studio.$1000 deposit!Patio and views!   $1995   (tenderloin)   resim har.,,
pre2013_43728,20111217,2011,hayward / castro valley,hayward,alameda,2275,3,2.5,1726.0,0,,,,$2275 / 3br - 1726ft² - Brand New KB Condo/Townhome/Townhouse 3Br/1 Den/2.5Bath 2 cars garage,,
pre2013_32870,20111111,2011,walnut creek,walnut creek,contra costa,2375,2.0,,1088.0,0,,,,$2375 / 2br - 1088ft² - Our Model Apartment Is Up For Rent & At A New Low Price!,,
pre2013_139183,20050306,2005,burlingame / hillsborough,burlingame,san mateo,1300,2,,,0,,,,"$1300 / 2br - Remodeled Spacious 2br, 1ba, fpl, deck, Move-In Bonus ",,
pre2013_149040,20060405,2006,belmont / san carlos,belmont,san mateo,1300,2,,,0,,,,"$1300 / 2br - 1.5 ba, Newly Remodeled, First Floor, Spacious, Quiet",,
pre2013_155823,20060116,2006,oakland west,oakland,alameda,1795,4,,,0,,,,$1795 / 4br - Victorian Flat,,
pre2013_15353,20120120,2012,danville / san ramon,san ramon,contra costa,2595,2,,1357.0,0,,,,$2595 / 2br - 1357ft² - Alamo Condo 2 bedrooms + loft ,,
pre2013_127303,20041018,2004,parkside,san francisco,san francisco,680,0,,,0,,,,$680  - studio ,,
pre2013_162387,20060208,2006,san anselmo,san anselmo,marin,1100,0,,,0,,,,"$1100  - Charming studio, off street parking, serene setting, at trail head.",,
pre2013_71572,20120714,2012,daly city,daly city,san mateo,1420,3,2.0,1500.0,0,,,,$1420 / 3br - Newly Remodeled 1500 Sqft house with 3 BD/2BA,,
5088580754,20150623,2015,novato,novato,marin,3700,2,,1586.0,0,,,,Beautiful Townhome 2x3 + Den in Private Location!,,
pre2013_54370,20120223,2012,USF / anza vista,san francisco,san francisco,2800,2,,850.0,0,,,,$2800 / 2br - 850ft² - Completely remodeled top floor ,,
pre2013_24593,20060822,2006,lafayette / orinda / moraga,orinda,contra costa,3750,4,,,0,,,,$3750 / 4br - 4 bedrooms House+ office  in Moraga,,
pre2013_105558,20040711,2004,redwood shores,redwood shores,san mateo,1305,1,,,0,,,,$1305 / 1br - Looking to move in July?,,
5476165273,20160308,2016,sunnyvale,sunnyvale,santa clara,3000,2,,720.0,0,,,,"Mar 7 Fantastic Home w/Updated Kitchen, Hardwood Floors and More!   $3000 / 2br - 720ft2 -    (sunnyvale)   resim har.",,
pre2013_67038,20120511,2012,financial district,san francisco,san francisco,2995,1,,,0,,,,$2995 / 1br - Open House Sat. 5/12 11:30! Huge one bedroom with updated kitchen!,,
5298815267,20151113,2015,sunnyvale,sunnyvale,santa clara,2295,2,,950.0,0,,,,Exceptional High Quality Remodel Of 2/1 Walk to Apple Campus Sunnyvale,,
5439569302,20160208,2016,san rafael,san rafael,marin,2499,2,1.0,954.0,0,,,,Şub 8 Fantastic Savings! 2 bd 1 ba Washer & Dryer in Unit - Available NOW!   $2499 / 2br - 954ft2 -    (san rafael)   resim har.,,
pre2013_103550,20040411,2004,san mateo,san mateo,san mateo,950,1,,,0,,,,"$950  - 1br - big price reduction, enclosed garage included, prime loca",,
pre2013_113085,20040614,2004,mountain view,mountain view,santa clara,950,1,,,0,,,,$950 / 1br - GREAT LOCATION - GREAT APARTMENT!,,
pre2013_140149,20050321,2005,palo alto,palo alto,santa clara,1550,2,,,0,,,,"$1550 / 2br - ROYAL ARMS APARTMENTS-NEAR STANFORD, CAL-TRAIN, & CALIFORNIA AVENUE ",,
pre2013_41444,20111210,2011,san rafael,san rafael,marin,1795,2,,,0,,,,$1795 / 2br - Make McInnis Park your new home! You will be happy here!,,
pre2013_129017,20041104,2004,saratoga,saratoga,santa clara,1850,3,,10800.0,0,,,,$1850 / 3br - 1.5BA+1-C Garage + Storage/office* Large 10800sf lot! Gardener included ,,
pre2013_82049,20071026,2007,mill valley,mill valley,marin,2100,2,,,0,,,,$2100 / 2br - 2-BR Vintage Cottage in Mill Valley,,
4667061211,20140914,2014,oakland north,oakland,alameda,1795,2,,,0,,,,$1795- Lg. 2 BR-w/Deck  Terrific location,,
pre2013_109434,20041015,2004,redwood city,redwood city,san mateo,725,,,,0,,,,"$725  - 1735 BROADWAY, # 17, REDWOOD CITY",,
5374069106,20151225,2015,pacifica,pacifica,san mateo,1750,1,,,0,,,,,,
pre2013_150132,20060616,2006,palo alto,palo alto,santa clara,925,1,1.0,,0,,,,$925 / 1br - 1BR/1BA - 20 Minute Walk to University Ave CalTrain (Map&Pic),,
pre2013_155484,20060101,2006,gilroy,gilroy,santa clara,1275,1,,,0,,,,$1275 / 1br - Spacious cottage on beautiful Morgan Hill/SSJ/Coyote Vly country ranch,,
pre2013_161314,20060417,2006,san jose east,san jose,santa clara,790,1,,,0,,,,$790 / 1br - quiet 4 plex,,
pre2013_137602,20050217,2005,russian hill,san francisco,san francisco,1875,2,,,0,,,,"$1875 / 2br - Sunny, large rooms, all new decor (PHOTO) 27595 ",,
pre2013_149384,20060411,2006,palo alto,palo alto,santa clara,1150,1,,,0,,,,$1150 / 1br - 1 bd nr Stanford & Gunn,,
pre2013_104849,20040630,2004,san mateo,san mateo,san mateo,700,2,,,0,,,,$700 / 2br - (incl.utilities)single Mom looking to share 2bdr apartment,,
pre2013_60980,20120322,2012,union city,union city,alameda,1500,3,,,0,,,,"$1500 / 3br - 3 bdrm, 1 bth house in Newark for rent",,
3856116686,20130618,2013,cupertino,cupertino,santa clara,1450,0,,,0,,37.305279,,    Cozy & Spacious Studio Available Close To Apple!    $1450   (cupertino)   pic img map   ,,"<p class=""row"" data-latitude=""37.305279"" data-longitude=""-122.029770"" data-pid=""3856116686""> <a class=""i"" data-id=""3rd3Lb3qa5La5r15F1d67b3509abc61de157c.jpg"" href=""/web/20130618175302/http://sfbay.craigslist.org/sby/apa/3856116686.html""></a> ""pl""> ""star""> <a href=""/web/20130618175302/http://sfbay.craigslist.org/sby/apa/3856116686.html"">Cozy &amp; Spacious Studio Available Close To Apple!</a>  ""l2""> ""pnr""> ""price"">$1450 ""pp""> <small> (cupertino)</small> ""px""> ""p""> pic img <a class=""maptag"" data-pid=""3856116686"" href=""#"">map</a>   </p>"
4833810118,20150106,2015,capitola / soquel,soquel,santa cruz,1495,2,1.0,,0,,,,Soquel 2bd. 1ba Upstairs Apartment,,
pre2013_113581,20040624,2004,san jose south,san jose,santa clara,1800,3,2.0,,0,,,,$1800 / 3br - 2ba House - Pets Garage Patio Dishwasher,,
pre2013_51669,20120123,2012,san mateo,san mateo,san mateo,1711,1,,754.0,0,,,,"$1711 / 1br - 754ft² - Top Floor Apt, Vaulted Ceiling, Fully-Equipped Kitchen",,
pre2013_120272,20040713,2004,dublin / pleasanton,dublin,alameda,1160,1,,,0,,,,"$1160 / 1br - Pleasanton apartment with vaulted ceilings, fireplace. ",,
5419102205,20160125,2016,santa cruz,santa cruz,santa cruz,3599,2,,985.0,0,,,,Oca 25 Penthouse Style Apt w/ Large Deck in Downtown - 1 Month of Free Rent!   $3599 / 2br - 985ft2 -    (santa cruz)   resim har.,,
4028341675,20130827,2013,fairfield / vacaville,fairfield,solano,1525,3,,,0,,,,    Aug 26 373 S. Orchard Solano Property Management    $1525 / 3br -    (fairfield / vacaville)   img   ,,"<p class=""row"" data-pid=""4028341675""> <a class=""i"" href=""/web/20130827091328/http://sfbay.craigslist.org/eby/apa/4028341675.html""></a> ""pl""> ""star""> ""date"">Aug 26 <a href=""/web/20130827091328/http://sfbay.craigslist.org/eby/apa/4028341675.html"">373 S. Orchard Solano Property Management </a>  ""l2""> ""price"">$1525 / 3br -  ""pnr""> <small> (fairfield / vacaville)</small> ""px""> ""p""> img   </p>"
pre2013_145223,20060106,2006,excelsior / outer mission,san francisco,san francisco,1800,2,1.0,,0,,,,$1800 / 2br - Not An Apartment Bldg - one bath,,
pre2013_91207,20040719,2004,twin peaks,san francisco,san francisco,1375,1,,,0,,,,"$1375 / 1br - Twin Peaks 1 BR Deck,Views,Laundry,Storage,Garage,PHOTOS *OPEN:7/24",,
6276713621,20170830,2017,north beach / telegraph hill,san francisco,san francisco,4650,2,1.0,800.0,0,,,,Fully Furnished 2 Bedroom/1 Bath Available 9/22,,
pre2013_151595,20060326,2006,berkeley north / hills,berkeley,alameda,1900,2,,,0,,,,"$1900 / 2br - !!!~~~View of Bay, Close to UCB Campus~~~!!!",,
pre2013_124579,20040906,2004,berkeley north / hills,berkeley,alameda,1395,1,,,0,,,,"$1395 / 1br -  Across from UC Campus-North Berkeley, Just Off Euclide (berkeley) ",,
pre2013_60818,20120322,2012,excelsior / outer mission,san francisco,san francisco,2780,2,,1487.0,0,,,,$2780 / 2br - 1487ft² - 2BDRM w/ DEN- Come and Check Out the New Luxury Apartment Homes!,,
5662563520,20160708,2016,milpitas,milpitas,santa clara,3400,3,2.0,1380.0,0,,,,7월 7 New Remodeled Large 3BD/2BA Duplex   $3400 / 3br - 1380ft2 -    (milpitas)   사진 지도    hide this posting  restore this posting,,
pre2013_100574,20041117,2004,parkside,san francisco,san francisco,1500,1,,,0,,,,$1500 / 1br - Open and Bright! Newly Remodeled Large One BR Apartment in Sunset,,
pre2013_46940,20111230,2011,sea cliff,san francisco,san francisco,1300,1,,,0,,,,$1300 / 1br - Mid-Richmond Apartment,,
5275503082,20151022,2015,sausalito,sausalito,marin,4195,2,2.0,1125.0,0,,,,"Remodeled 2BR/2Bath Apt w 217 SqFt Large Balcony, Angel Island, Bay Views",,
pre2013_34217,20111114,2011,concord / pleasant hill / martinez,concord,contra costa,2150,4,,,0,,,,$2150 / 4br - Home for Rent - Available NOW!,,
4855566161,20150120,2015,san jose west,san jose,santa clara,1768,1,,675.0,0,,,,"Spacious one bedroom, 2 Extra large balcony, platinum location",,
5280412388,20151022,2015,burlingame / hillsborough,burlingame,san mateo,3163,2,2.0,1380.0,0,,,,Visit Us Today ! Amazing Two Bedroom with Two Bath In Burlingame,,
pre2013_6951,20081011,2008,santa clara,santa clara,santa clara,2313,2,,1236.0,0,,,,$2313 / 2br - Beautiful Apartment with 1236Sq. Ft.!  OPEN HOUSE THIS WEEKEND! -,,
pre2013_118084,20040615,2004,greenbrae,greenbrae,marin,1875,3,2.0,,0,,,,"$1875 / 3br - 3Bd/2Ba Condo with Great Bay Views, Deck, Pool, Spa ",,
pre2013_140179,20050321,2005,burlingame / hillsborough,burlingame,san mateo,1835,2,,1050.0,0,,,,$1835 / 2br - Ultra-Large Classy 1050 SqFt ,,
pre2013_10428,20120103,2012,san jose west,san jose,santa clara,1250,1,,608.0,0,,,,$1250 / 1br - 608ft² - Westgate Ground Floor Remodeled Apt,,
pre2013_50918,20120121,2012,union city,union city,alameda,1685,3,,1166.0,0,,,,$1685 / 3br - 1166ft² - Beautiful Remodeled 3 bedroom Townhouse in North Gate Park Area,,
4161966473,20131101,2013,corralitos,corralitos,santa cruz,2950,3,,,0,,36.961151,,    Oct 30 A few steps to Hidden Beach   $2950 / 3br -    (aptos)   map   ,,"<p class=""row"" data-latitude=""36.961151"" data-longitude=""-121.888867"" data-pid=""4161966473""> <a class=""i"" href=""/web/20131101000014/http://sfbay.craigslist.org/scz/apa/4161966473.html""></a> ""pl""> ""star""> ""date"">Oct 30 <a href=""/web/20131101000014/http://sfbay.craigslist.org/scz/apa/4161966473.html"">A few steps to Hidden Beach</a>  ""l2""> ""price"">$2950 / 3br -  ""pnr""> <small> (aptos)</small> ""px""> ""p""> <a class=""maptag"" data-pid=""4161966473"" href=""#"">map</a>   </p>"
pre2013_53734,20120211,2012,sunnyvale,sunnyvale,santa clara,2175,1,,694.0,0,,,,"$2175 / 1br - 694ft² - First Floor Corner Location, With A View Of Our Unique Fire Pit!",,
pre2013_52519,20120203,2012,san jose central,san jose,santa clara,1925,1,,793.0,0,,,,"$1925 / 1br - 793ft² - Enjoy a cup of joe at HannaH's Coffee and Sweets, located on site!",,
pre2013_26435,20071026,2007,glen park,san francisco,san francisco,8500,5,,,0,,,,$8500 / 5br - Beautiful New 5 Bedroom Home with Great Views,,
pre2013_124520,20040906,2004,hercules / pinole / san pablo / el sob,el sobrante,contra costa,2295,3,,,0,,,,$2295 / 3br - Baywood House next to the Bay in Hercules ,,
pre2013_165097,20061223,2006,santa rosa,santa rosa,sonoma,785,1,,,0,,,,"$785 / 1br - REMODELED ONE BEDROOM APT. ON MENDOCINO AVE., NEAR J.C. & DOWNTOWN",,
4843389872,20150113,2015,santa cruz,santa cruz,santa cruz,4475,4,,3300.0,0,,,,Large 4 BR Ocean View Home Minutes to UCSC,,
pre2013_20798,20120223,2012,hayward / castro valley,hayward,alameda,1300,,,1000.0,0,,,,$1300 / 1000ft² - Apartamento por renta,,
pre2013_2883,20061207,2006,fairfield / vacaville,fairfield,solano,1500,3,2.0,,0,,,,"$1500 / 3br - 3 Bedroom, 2 Bathroom House with Pool",,
pre2013_32289,20111102,2011,los gatos,los gatos,santa clara,1650,2,,1000.0,0,,,,$1650 / 2br - 1000ft² - Two bedroom apartment in Los Gatos - REMODELED!,,
pre2013_11809,20110724,2011,willow glen / cambrian,cambrian,santa clara,1495,2.0,,,0,,,,"$1495 / 2br - Downstairs Apartment, 2 Car Garage, Fresh Paint, New Carpets, Great Location!",,
4442112175,20140427,2014,san jose west,san jose,santa clara,2025,2,,809.0,0,,,,Spacious &amp; Stylish Two Bedroom Apt Home Near Great Shopping ,,
4710889142,20141012,2014,marina / cow hollow,san francisco,san francisco,3395,1,1.0,,0,532,37.804081,-122.439255,Spacious Remodeled Corner Apt w/ In Unit W/D and More! ~ J.Wavro,"San Francisco - Marina District - Apartment for rentSpacious Remodeled Corner Apt w/ In Unit W/D and More! Link to mobile layout:   http://www.jwavro.com/rental_details.php?id=3307941-0Summary:Rent: $3395Bed / Bath: 1 / 1Type: ApartmentTerm: 1 YearPlease contact:Deborah Brown   |    show contact info   |      show contact info    |   www.jwavro.comDescription:Welcome to your new home!  Fabulous Marina location, 2 blocks off the Marina Green and only 3 blocks from all the restaurants, night life and shopping along Chestnut Street (Walkers Paradise with a score of 100!) Good transit score - the 30 and 22 just blocks away and only four blocks off the Shuttle stops along Lombard street. You will love living here!This remodeled apartment features the following:~  Corner apartment with neighborhood views, eastern exposure~  Modern light fixtures~  Very well maintained building (only 12 units)~  Hardwood floors throughout, tiled kitchen and bath~  Remodeled eat-in kitchen with stainless steel appliances, gas stove and dishwasher ~  Spacious formal living room~  Large bedroom with walk-in closet~  Remodeled bathroom with vanity sink and shower/tub combo~  In unit washer and dryer!  Extremely Rare!~  Enormous additional walk-in closet off of hallway as well as a linen closet~  Water, garbage and steam heating included~  Garage parking available for additional fee  NO PETS!  NO SMOKING!Call or email today to view this fabulous apartment!Relocating to San Francisco?  Having a hard time finding the right place to live?  I offer rental assistance services that give you a competitive advantage in finding your new home.  Call today for more information. Unit features:Floors: Hardwood & TileKitchen: RemodeledLaundry: In UnitOutside area: NoneParking: Parking Available for Additional FeeParking Fee: $300Pets:  No View: NeighborhoodLocation:Beach Street & Cervantes Blvd, San Francisco, California Find all J.Wavro listings on Craigslist:List View   -   http://sfbay.craigslist.org/search/hhh?zoomToPosting=&query;=01810008Map View -    http://sfbay.craigslist.org/search/apa?useMap=1&zoomToPosting;=&query;=01810008Meet the J.Wavro Team:http://www.jwavro.com/us.phpPlease contact:Deborah Brown   |    show contact info   |     show contact info    |   www.jwavro.comPreview more properties at www.jwavro.comContent and Images ©  2014 J.Wavro   |   BRE # 01810008   |   cl376119208531-0","1BR / 1Ba apartment  date=""2014-10-12"" today_msg=""available now"">available oct 12<br/>no smoking</p>"
pre2013_113663,20040625,2004,sunnyvale,sunnyvale,santa clara,995,2,,,0,,,,"$995 / 2br - 1ba, Downstairs APT, 1 Month FREE Rent, Walk to Park & Shopping Center",,
5829178981,20161015,2016,napa county,napa county,napa,2938,2,,1085.0,0,,,,"이 게시물을 즐겨찾기로 설정

10월 14
Large 2x2. Don't miss out and Tour Today!


$2938

                2br -
                1085ft2 -
            

 (napa county)

 사진
                            지도







이 게시물 숨김



이 게시물 복구",,
pre2013_23114,20120306,2012,concord / pleasant hill / martinez,concord,contra costa,1779,2,,1470.0,0,,,,$1779 / 2br - 1470ft² - LOCATED IN BEST AREA OF CONCORD (TURTLE CREEK) BETWEEN TREAT AND IGNAC,,
pre2013_121195,20040722,2004,inner richmond,san francisco,san francisco,4100,5,2.0,,0,,,,"$4100 / 5br - Richmond Apt - 5BR, 2BA on Two Levels w/ All the Amenities >>PICS<< ",,
pre2013_23111,20120306,2012,san rafael,san rafael,marin,1325,1,,650.0,0,,,,$1325 / 1br - 650ft² - Upper Unit-Spacious Space Saving and Creative Layout,,
pre2013_156236,20060203,2006,san leandro,san leandro,alameda,2000,3,,,0,,,,"$2000 / 3br - Home in great neighborhood close to 580, 880, 238. Fully upgraded!!",,
pre2013_140768,20050328,2005,hercules / pinole / san pablo / el sob,el sobrante,contra costa,1400,2,,,0,,,,$1400 / 2br - hercules ,,
pre2013_157263,20060329,2006,campbell,campbell,santa clara,1850,3,,,0,,,,$1850 / 3br - Spacious House in Quiet Neighborhood,,
pre2013_123016,20040821,2004,san francisco,san francisco,san francisco,1550,2,2.0,,0,,,,$1550 / 2br - 2 BR/ 2 BA Spacious Condo with 2 Parking Spaces Gated Community ,,
5302340147,20151106,2015,marina / cow hollow,san francisco,san francisco,3195,1,,,0,,,,Large One Bedroom/Top Floor/Parking,,
pre2013_122827,20040820,2004,oakland lake merritt / downtown,oakland,alameda,1250,2,1.0,,0,,,,$1250 / 2br - Great 2 Bedroom 1 Bathroom Hardwood Floors ,,
pre2013_122049,20040809,2004,redwood city,redwood city,san mateo,1950,3,2.0,,0,,,,"$1950 / 3br - 2 Bath,  Redwood City ",,
pre2013_132460,20041214,2004,redwood city,redwood city,san mateo,1300,1,,,0,,,,$1300 / 1br - Duplex ,,
pre2013_123259,20040824,2004,oakland hills north / montclair,oakland,alameda,2100,3,,,0,,,,$2100 / 3br - Secluded House 8 blocks to rockridge bart on rockridge/temescal border ,,
pre2013_100057,20041112,2004,noe valley,san francisco,san francisco,2300,2,1.0,,0,,,,$2300 / 2br - 2BD/1BA Fabulous flat in Edwardian building,,
5795558937,20160924,2016,watsonville,watsonville,santa cruz,1500,2.0,1.0,,0,,,,"favorite this post

 9월 23
2BA/1BA HOUSE IN 55+ AGE COMMUNITY  $1,500


$1500

                2br -
            

 (watsonville)







hide this posting



restore this posting",,
pre2013_96266,20040921,2004,russian hill,san francisco,san francisco,4950,2,1.0,,0,,,,$4950 / 2br - w/den and 2 fabulous baths!/Pano views/Furnished/*PHOTOS*,,
pre2013_68889,20120601,2012,petaluma,petaluma,sonoma,1065,3,,1379.0,0,,,,$1065 / 3br - 1379ft² - Great 3 Bedroom,,
5088618758,20150623,2015,cupertino,cupertino,santa clara,2268,1,,,0,,,,A QUICK COMMUTE TO ALL YOUR FAVORITE THINGS,,
pre2013_6518,20090214,2009,union city,union city,alameda,2300,3,,,0,,,,$2300 / 3br - Nice and newer house in Fremont prime location -,,
pre2013_135170,20050121,2005,san bruno,san bruno,san mateo,1000,1,,,0,,,,$1000 / 1br - Beautiful west side ground floor unit in dulplex ,,
pre2013_106895,20040727,2004,redwood city,redwood city,san mateo,1600,2,2.5,,0,,,,"$1600 / 2br - 2- 1/2 baths, condo in  the hills for rent, Redwood CIty",,
5439741147,20160209,2016,santa rosa,santa rosa,sonoma,1050,2,2.0,1230.0,0,,,,Şub 8 2 bedroom/2 bath home has a wonderful entrance with private deck   $1050 / 2br - 1230ft2 -    (santa rosa)   resim har.,,
pre2013_163219,20060406,2006,santa rosa,santa rosa,sonoma,1700,2,,,0,,,,$1700  - 2 bdrm. country atmosophere,,
pre2013_72280,20120805,2012,ingleside,san francisco,san francisco,2300,2,2.0,969.0,0,,,,$2300 / 2br - 969ft² - Remodeled 2 bedrooms 2 baths Condo in Oceanview Ter.,,
